Id,Lat,Lon,Magnitud,Number of Stops,Number of Stations,List of Stations,List of Stops,Type,Category,Name,URL
52135,45.5228990003043,-73.58059800007906,2,2,0,[],"['52136', '52135']",Cluster,Small,Saint-Denis - Marie-Anne,"http://maps.google.com/maps?q=&layer=c&cbll=45.5228990003043,-73.58059800007906"
52010,45.52489500096466,-73.58497849930366,2,2,0,[],"['52011', '52010']",Cluster,Small,Saint-Denis - Gilford - De Bienville,"http://maps.google.com/maps?q=&layer=c&cbll=45.52489500096466,-73.58497849930366"
51815,45.527978500302964,-73.59174000007044,2,2,0,[],"['51816', '51815']",Cluster,Small,Saint-Denis - Boucher,"http://maps.google.com/maps?q=&layer=c&cbll=45.527978500302964,-73.59174000007044"
51097,45.545483000204655,-73.6242059999622,2,2,0,[],"['51098', '51097']",Cluster,Small,Saint-Hubert - Gounod,"http://maps.google.com/maps?q=&layer=c&cbll=45.545483000204655,-73.6242059999622"
50995,45.54711000018455,-73.6285320000511,2,2,0,[],"['50996', '50995']",Cluster,Small,Saint-Hubert - Mistral,"http://maps.google.com/maps?q=&layer=c&cbll=45.54711000018455,-73.6285320000511"
50948,45.54778000017849,-73.63065350004555,2,2,0,[],"['50949', '50948']",Cluster,Small,Saint-Hubert - Leman,"http://maps.google.com/maps?q=&layer=c&cbll=45.54778000017849,-73.63065350004555"
50908,45.548385000576324,-73.6325684997378,2,2,0,[],"['50909', '50908']",Cluster,Small,Saint-Hubert - de Liège,"http://maps.google.com/maps?q=&layer=c&cbll=45.548385000576324,-73.6325684997378"
50644,45.55147850017086,-73.64337250011882,2,2,0,[],"['50645', '50644']",Cluster,Small,Saint-Hubert - Legendre - Collège Ahuntsic,"http://maps.google.com/maps?q=&layer=c&cbll=45.55147850017086,-73.64337250011882"
50585,45.55233650019931,-73.64641250011036,2,2,0,[],"['50586', '50585']",Cluster,Small,Saint-Hubert - Chabanel,"http://maps.google.com/maps?q=&layer=c&cbll=45.55233650019931,-73.64641250011036"
50420,45.55541950010571,-73.65714300005617,2,2,0,[],"['50421', '50420']",Cluster,Small,Saint-Hubert - Sauriol,"http://maps.google.com/maps?q=&layer=c&cbll=45.55541950010571,-73.65714300005617"
50344,45.557219000106606,-73.66328900004562,2,2,0,[],"['50345', '50344']",Cluster,Small,Saint-Hubert - Prieur,"http://maps.google.com/maps?q=&layer=c&cbll=45.557219000106606,-73.66328900004562"
53781,45.54324000052584,-73.62145900076952,2,2,0,[],"['51159', '53781']",Cluster,Small,Villeray - Foucher - De Chateaubriand,"http://maps.google.com/maps?q=&layer=c&cbll=45.54324000052584,-73.62145900076952"
51573,45.532580500364176,-73.60188749999226,2,2,0,[],"['51574', '51573']",Cluster,Small,Saint-Denis - de Bellechasse,"http://maps.google.com/maps?q=&layer=c&cbll=45.532580500364176,-73.60188749999226"
51438,45.535571000280406,-73.60846850004512,2,2,0,[],"['51439', '51438']",Cluster,Small,Saint-Denis - Saint-Zotique,"http://maps.google.com/maps?q=&layer=c&cbll=45.535571000280406,-73.60846850004512"
51264,45.539157000251244,-73.61732050009158,2,2,0,[],"['51265', '51264']",Cluster,Small,Saint-Denis - De Castelnau,"http://maps.google.com/maps?q=&layer=c&cbll=45.539157000251244,-73.61732050009158"
51196,45.5400070002261,-73.62024250009942,2,2,0,[],"['51197', '51196']",Cluster,Small,Saint-Denis - Faillon,"http://maps.google.com/maps?q=&layer=c&cbll=45.5400070002261,-73.62024250009942"
51130,45.54080050022648,-73.62298050010132,2,2,0,[],"['51131', '51130']",Cluster,Small,Saint-Denis - Villeray,"http://maps.google.com/maps?q=&layer=c&cbll=45.54080050022648,-73.62298050010132"
51052,45.54169850019544,-73.6260995001117,2,2,0,[],"['51053', '51052']",Cluster,Small,Saint-Denis - Gounod,"http://maps.google.com/maps?q=&layer=c&cbll=45.54169850019544,-73.6260995001117"
50914,45.543503000165686,-73.63236650011191,2,2,0,[],"['50915', '50914']",Cluster,Small,Saint-Denis - Guizot,"http://maps.google.com/maps?q=&layer=c&cbll=45.543503000165686,-73.63236650011191"
53358,45.569770000492426,-73.52566899989822,2,2,0,[],"['53357', '53358']",Cluster,Small,De Cadillac - La Fontaine,"http://maps.google.com/maps?q=&layer=c&cbll=45.569770000492426,-73.52566899989822"
53341,45.57077550063003,-73.52841749996665,2,2,0,[],"['53342', '53341']",Cluster,Small,De Cadillac - Ontario,"http://maps.google.com/maps?q=&layer=c&cbll=45.57077550063003,-73.52841749996665"
53282,45.57254150069333,-73.53371049990774,2,2,0,[],"['53283', '53282']",Cluster,Small,De Cadillac - de Toulouse,"http://maps.google.com/maps?q=&layer=c&cbll=45.57254150069333,-73.53371049990774"
53219,45.574332000543166,-73.5390939999923,2,2,0,[],"['53220', '53219']",Cluster,Small,De Cadillac - Pierre-De Coubertin,"http://maps.google.com/maps?q=&layer=c&cbll=45.574332000543166,-73.5390939999923"
53174,45.57523850050857,-73.54181800000332,2,2,0,[],"['53175', '53174']",Cluster,Small,De Cadillac - de Marseille,"http://maps.google.com/maps?q=&layer=c&cbll=45.57523850050857,-73.54181800000332"
53142,45.575900000526836,-73.54380649999281,2,2,0,[],"['53143', '53142']",Cluster,Small,De Cadillac - Chauveau,"http://maps.google.com/maps?q=&layer=c&cbll=45.575900000526836,-73.54380649999281"
53055,45.5779050004653,-73.54983250001398,2,2,0,[],"['53056', '53055']",Cluster,Small,De Cadillac - De Jumonville,"http://maps.google.com/maps?q=&layer=c&cbll=45.5779050004653,-73.54983250001398"
53004,45.5782615005212,-73.55203850055923,2,2,0,[],"['54017', '53004']",Cluster,Small,Turenne - De Cadillac - Bossuet,"http://maps.google.com/maps?q=&layer=c&cbll=45.5782615005212,-73.55203850055923"
52990,45.57679950047466,-73.55303000038404,2,2,0,[],"['52998', '52990']",Cluster,Small,Turenne - Louis-Veuillot - Lacordaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.57679950047466,-73.55303000038404"
52928,45.57709200051155,-73.555242999943,2,2,0,[],"['52929', '52928']",Cluster,Small,Lacordaire - Gérin-Lajoie,"http://maps.google.com/maps?q=&layer=c&cbll=45.57709200051155,-73.555242999943"
52866,45.577715000513166,-73.55722450007535,2,2,0,[],"['52867', '52866']",Cluster,Small,Pierre-Bédard - Lacordaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.577715000513166,-73.55722450007535"
52461,45.58164050053281,-73.56908900015557,2,2,0,[],"['52462', '52461']",Cluster,Small,Lacordaire - Saint-Zotique,"http://maps.google.com/maps?q=&layer=c&cbll=45.58164050053281,-73.56908900015557"
54987,45.58327750051692,-73.5773075004343,2,2,0,[],"['54988', '54987']",Cluster,Small,Lacordaire - Bourdaloue,"http://maps.google.com/maps?q=&layer=c&cbll=45.58327750051692,-73.5773075004343"
54939,45.58173200028919,-73.58581500026898,2,2,0,[],"['54940', '54939']",Cluster,Small,Lacordaire - Paimpol,"http://maps.google.com/maps?q=&layer=c&cbll=45.58173200028919,-73.58581500026898"
55021,45.58207700032571,-73.58826900031107,2,2,0,[],"['54921', '55021']",Cluster,Small,Métropolitain - Lacordaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.58207700032571,-73.58826900031107"
54878,45.58590950042617,-73.5955149998543,2,2,0,[],"['54879', '54878']",Cluster,Small,Lacordaire - des Galets,"http://maps.google.com/maps?q=&layer=c&cbll=45.58590950042617,-73.5955149998543"
54856,45.58948300066624,-73.5985799988641,2,2,0,[],"['54857', '54856']",Cluster,Small,Lacordaire - Jobin - Paul-Sauvé,"http://maps.google.com/maps?q=&layer=c&cbll=45.58948300066624,-73.5985799988641"
54850,45.590917500406036,-73.5998994997207,2,2,0,[],"['54851', '54850']",Cluster,Small,Lacordaire - Lafourcade,"http://maps.google.com/maps?q=&layer=c&cbll=45.590917500406036,-73.5998994997207"
54814,45.59508900040988,-73.60535050006796,2,2,0,[],"['54815', '54814']",Cluster,Small,Lacordaire - Honoré-Mercier,"http://maps.google.com/maps?q=&layer=c&cbll=45.59508900040988,-73.60535050006796"
61547,45.60059450041687,-73.61331999982205,2,2,0,[],"['61546', '61547']",Cluster,Small,Gare Saint-Léonard-Montréal-Nord,"http://maps.google.com/maps?q=&layer=c&cbll=45.60059450041687,-73.61331999982205"
55283,45.603170500371256,-73.61622199982035,2,2,0,[],"['55284', '55283']",Cluster,Small,Lacordaire - Industriel,"http://maps.google.com/maps?q=&layer=c&cbll=45.603170500371256,-73.61622199982035"
55280,45.60436350010376,-73.61748899995078,2,2,0,[],"['55279', '55280']",Cluster,Small,Lacordaire - de Charleroi,"http://maps.google.com/maps?q=&layer=c&cbll=45.60436350010376,-73.61748899995078"
55197,45.61340450026175,-73.62709799986014,2,2,0,[],"['55198', '55197']",Cluster,Small,Lacordaire - Claude,"http://maps.google.com/maps?q=&layer=c&cbll=45.61340450026175,-73.62709799986014"
55186,45.61447300024671,-73.62822549989914,2,2,0,[],"['55187', '55186']",Cluster,Small,Lacordaire - Arthur-Chevrier,"http://maps.google.com/maps?q=&layer=c&cbll=45.61447300024671,-73.62822549989914"
55138,45.61810750016844,-73.63209499982334,2,2,0,[],"['55139', '55138']",Cluster,Small,Lacordaire - Joseph-Dufresne,"http://maps.google.com/maps?q=&layer=c&cbll=45.61810750016844,-73.63209499982334"
54920,45.58268600038555,-73.58959750048183,2,2,0,[],"['54750', '54920']",Cluster,Small,Métropolitain - Lacordaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.58268600038555,-73.58959750048183"
53391,45.5790645004911,-73.5196625000553,2,2,0,[],"['53393', '53391']",Cluster,Small,La Fontaine - Haig,"http://maps.google.com/maps?q=&layer=c&cbll=45.5790645004911,-73.5196625000553"
53370,45.57989600061262,-73.52274699999346,2,2,0,[],"['53371', '53370']",Cluster,Small,Haig - Ontario,"http://maps.google.com/maps?q=&layer=c&cbll=45.57989600061262,-73.52274699999346"
53353,45.58072400111571,-73.52521999870409,2,2,0,[],"['53844', '53353']",Cluster,Small,Haig - No 2105,"http://maps.google.com/maps?q=&layer=c&cbll=45.58072400111571,-73.52521999870409"
53267,45.58084250056634,-73.53488600041837,2,2,0,[],"['53268', '53267']",Cluster,Small,Pierre-De Coubertin - Parkville - Langelier,"http://maps.google.com/maps?q=&layer=c&cbll=45.58084250056634,-73.53488600041837"
53214,45.58179050057715,-73.53904550009759,2,2,0,[],"['53215', '53214']",Cluster,Small,Langelier - de Marseille,"http://maps.google.com/maps?q=&layer=c&cbll=45.58179050057715,-73.53904550009759"
53096,45.58385550036826,-73.54655000002464,2,2,0,[],"['53097', '53096']",Cluster,Small,Langelier - Senneville,"http://maps.google.com/maps?q=&layer=c&cbll=45.58385550036826,-73.54655000002464"
53057,45.58483900052024,-73.54954950010406,2,2,0,[],"['53066', '53057']",Cluster,Small,Langelier - De Renty,"http://maps.google.com/maps?q=&layer=c&cbll=45.58483900052024,-73.54954950010406"
53005,45.58554250116279,-73.55167949961626,2,2,0,[],"['53006', '53005']",Cluster,Small,Langelier - Chauvin,"http://maps.google.com/maps?q=&layer=c&cbll=45.58554250116279,-73.55167949961626"
52837,45.58762900050515,-73.55802200008924,2,2,0,[],"['52838', '52837']",Cluster,Small,Langelier - Ernest-Lavigne,"http://maps.google.com/maps?q=&layer=c&cbll=45.58762900050515,-73.55802200008924"
52657,45.58922700047663,-73.5630820001486,2,2,0,[],"['52658', '52657']",Cluster,Small,Langelier - Michel-Bouvier,"http://maps.google.com/maps?q=&layer=c&cbll=45.58922700047663,-73.5630820001486"
54999,45.591189500416434,-73.57131350015543,2,2,0,[],"['55000', '54999']",Cluster,Small,Langelier - De Lotbinière,"http://maps.google.com/maps?q=&layer=c&cbll=45.591189500416434,-73.57131350015543"
54996,45.591585000464725,-73.57309900015689,2,2,0,[],"['54997', '54996']",Cluster,Small,Langelier - Dumesnil,"http://maps.google.com/maps?q=&layer=c&cbll=45.591585000464725,-73.57309900015689"
54937,45.596094500400106,-73.58507950016711,2,2,0,[],"['54938', '54937']",Cluster,Small,Langelier - De Blainville,"http://maps.google.com/maps?q=&layer=c&cbll=45.596094500400106,-73.58507950016711"
54910,45.59818600040548,-73.59012950000478,2,2,0,[],"['54911', '54910']",Cluster,Small,Langelier - P.-E.-Lamarche,"http://maps.google.com/maps?q=&layer=c&cbll=45.59818600040548,-73.59012950000478"
54896,45.5989285003894,-73.59176800002963,2,2,0,[],"['54897', '54896']",Cluster,Small,Langelier - Belherbe,"http://maps.google.com/maps?q=&layer=c&cbll=45.5989285003894,-73.59176800002963"
54881,45.60062750019111,-73.59552700007946,2,2,0,[],"['54880', '54881']",Cluster,Small,Langelier - Lacoursière,"http://maps.google.com/maps?q=&layer=c&cbll=45.60062750019111,-73.59552700007946"
55019,45.60288050017928,-73.60806149992861,2,2,0,[],"['55020', '55019']",Cluster,Small,des Grandes-Prairies - No 6150 - No 6205,"http://maps.google.com/maps?q=&layer=c&cbll=45.60288050017928,-73.60806149992861"
54792,45.60167600013804,-73.60931250013135,2,2,0,[],"['54793', '54792']",Cluster,Small,des Grandes-Prairies - du Prado,"http://maps.google.com/maps?q=&layer=c&cbll=45.60167600013804,-73.60931250013135"
55278,45.60753300014413,-73.61742150027202,2,2,0,[],"['55277', '55278']",Cluster,Small,Henri-Bourassa - Désy,"http://maps.google.com/maps?q=&layer=c&cbll=45.60753300014413,-73.61742150027202"
59461,45.60831000030373,-73.61510650071254,2,2,0,[],"['59462', '59461']",Cluster,Small,Henri-Bourassa - No 6085 - No 6100,"http://maps.google.com/maps?q=&layer=c&cbll=45.60831000030373,-73.61510650071254"
55301,45.60952600012349,-73.61148950005371,2,2,0,[],"['55300', '55301']",Cluster,Small,Henri-Bourassa - Valade,"http://maps.google.com/maps?q=&layer=c&cbll=45.60952600012349,-73.61148950005371"
55306,45.61102300013233,-73.60828700001989,2,2,0,[],"['55304', '55306']",Cluster,Small,Langelier - Henri-Bourassa - Renoir,"http://maps.google.com/maps?q=&layer=c&cbll=45.61102300013233,-73.60828700001989"
55302,45.61350300031701,-73.61096199992384,2,2,0,[],"['55303', '55302']",Cluster,Small,Langelier - Dijon,"http://maps.google.com/maps?q=&layer=c&cbll=45.61350300031701,-73.61096199992384"
55272,45.61991250030973,-73.6177664998762,2,2,0,[],"['55273', '55272']",Cluster,Small,Langelier - Arthur-Chevrier,"http://maps.google.com/maps?q=&layer=c&cbll=45.61991250030973,-73.6177664998762"
55218,45.625123000092756,-73.62329150011779,2,2,0,[],"['55217', '55218']",Cluster,Small,Langelier - Allard,"http://maps.google.com/maps?q=&layer=c&cbll=45.625123000092756,-73.62329150011779"
55311,45.62718450011142,-73.62198550015759,2,2,0,[],"['55313', '55311']",Cluster,Small,Gouin - No 6755 - No 6750,"http://maps.google.com/maps?q=&layer=c&cbll=45.62718450011142,-73.62198550015759"
53697,45.62855300010759,-73.62023499998563,2,2,0,[],"['55314', '53697']",Cluster,Small,Gouin - No 6885 - No 6880,"http://maps.google.com/maps?q=&layer=c&cbll=45.62855300010759,-73.62023499998563"
54186,45.62941850010283,-73.61903250007295,2,2,0,[],"['61115', '54186']",Cluster,Small,Gouin - No 7015,"http://maps.google.com/maps?q=&layer=c&cbll=45.62941850010283,-73.61903250007295"
51220,45.63000750021464,-73.61792600008069,2,2,0,[],"['51219', '51220']",Cluster,Small,Ozias-Leduc - Gouin,"http://maps.google.com/maps?q=&layer=c&cbll=45.63000750021464,-73.61792600008069"
54281,45.62853000029376,-73.61626399955594,2,2,0,[],"['51238', '54281']",Cluster,Small,Ozias-Leduc - Paul-Letondal,"http://maps.google.com/maps?q=&layer=c&cbll=45.62853000029376,-73.61626399955594"
53065,45.52473300042701,-73.55027500016588,2,2,0,[],"['53064', '53065']",Cluster,Small,De Lorimier - Sainte-Catherine,"http://maps.google.com/maps?q=&layer=c&cbll=45.52473300042701,-73.55027500016588"
53119,45.52924750040365,-73.54614950006447,2,2,0,[],"['61829', '53119']",Cluster,Small,Sainte-Catherine - Poupart - D'Iberville,"http://maps.google.com/maps?q=&layer=c&cbll=45.52924750040365,-73.54614950006447"
53172,45.536795000390455,-73.54274999990724,2,2,0,[],"['53171', '53172']",Cluster,Small,Sainte-Catherine - Alphonse-D.-Roy,"http://maps.google.com/maps?q=&layer=c&cbll=45.536795000390455,-73.54274999990724"
53181,45.53774600038764,-73.54217399997772,2,2,0,[],"['53180', '53181']",Cluster,Small,Sainte-Catherine - Moreau,"http://maps.google.com/maps?q=&layer=c&cbll=45.53774600038764,-73.54217399997772"
53193,45.53952500065589,-73.54092800105124,2,2,0,[],"['53192', '53193']",Cluster,Small,Sainte-Catherine - Dézéry,"http://maps.google.com/maps?q=&layer=c&cbll=45.53952500065589,-73.54092800105124"
53236,45.54456000040741,-73.53785800002213,2,2,0,[],"['53235', '53236']",Cluster,Small,Sainte-Catherine - Nicolet,"http://maps.google.com/maps?q=&layer=c&cbll=45.54456000040741,-73.53785800002213"
53244,45.546067000425936,-73.53692750019506,2,2,0,[],"['53243', '53244']",Cluster,Small,Sainte-Catherine - Bourbonnière,"http://maps.google.com/maps?q=&layer=c&cbll=45.546067000425936,-73.53692750019506"
53286,45.550713000422434,-73.53415849996733,2,2,0,[],"['53285', '53286']",Cluster,Small,Sainte-Catherine - Letourneux,"http://maps.google.com/maps?q=&layer=c&cbll=45.550713000422434,-73.53415849996733"
53299,45.552366000427234,-73.53303249999502,2,2,0,[],"['53298', '53299']",Cluster,Small,Sainte-Catherine - William-David,"http://maps.google.com/maps?q=&layer=c&cbll=45.552366000427234,-73.53303249999502"
53310,45.553817000431394,-73.53202699997554,2,2,0,[],"['53309', '53310']",Cluster,Small,Sainte-Catherine - Aird,"http://maps.google.com/maps?q=&layer=c&cbll=45.553817000431394,-73.53202699997554"
53325,45.55520200043581,-73.5311294999626,2,2,0,[],"['53324', '53325']",Cluster,Small,Sainte-Catherine - Leclaire,"http://maps.google.com/maps?q=&layer=c&cbll=45.55520200043581,-73.5311294999626"
53333,45.55732800059245,-73.52976750000757,2,2,0,[],"['61593', '53333']",Cluster,Small,Viau - Sainte-Catherine,"http://maps.google.com/maps?q=&layer=c&cbll=45.55732800059245,-73.52976750000757"
53317,45.55788700058647,-73.53147250000785,2,2,0,[],"['61592', '53317']",Cluster,Small,Viau - Adam,"http://maps.google.com/maps?q=&layer=c&cbll=45.55788700058647,-73.53147250000785"
53295,45.55851550055748,-73.53338950002119,2,2,0,[],"['61591', '53295']",Cluster,Small,Viau - La Fontaine,"http://maps.google.com/maps?q=&layer=c&cbll=45.55851550055748,-73.53338950002119"
53274,45.55929850045694,-73.53577649981413,2,2,0,[],"['61590', '53274']",Cluster,Small,Viau - Ontario,"http://maps.google.com/maps?q=&layer=c&cbll=45.55929850045694,-73.53577649981413"
53223,45.56035900050486,-73.53901000003687,2,2,0,[],"['61589', '53223']",Cluster,Small,Viau - de Rouen,"http://maps.google.com/maps?q=&layer=c&cbll=45.56035900050486,-73.53901000003687"
52123,45.47899400032755,-73.58206200039004,2,2,0,[],"['52122', '52123']",Cluster,Small,Notre-Dame - Turgeon,"http://maps.google.com/maps?q=&layer=c&cbll=45.47899400032755,-73.58206200039004"
52171,45.47986300065211,-73.58046350122594,2,2,0,[],"['52169', '52171']",Cluster,Small,Notre-Dame - Rose-de-Lima,"http://maps.google.com/maps?q=&layer=c&cbll=45.47986300065211,-73.58046350122594"
52408,45.48432100040237,-73.5729125000717,2,2,0,[],"['52407', '52408']",Cluster,Small,Notre-Dame - Dominion,"http://maps.google.com/maps?q=&layer=c&cbll=45.48432100040237,-73.5729125000717"
52447,45.48500600030185,-73.5717860001978,2,2,0,[],"['52446', '52447']",Cluster,Small,Notre-Dame - Georges-Vanier,"http://maps.google.com/maps?q=&layer=c&cbll=45.48500600030185,-73.5717860001978"
52548,45.487466500356255,-73.56909450015934,2,2,0,[],"['52549', '52548']",Cluster,Small,Notre-Dame - des Seigneurs,"http://maps.google.com/maps?q=&layer=c&cbll=45.487466500356255,-73.56909450015934"
59235,45.49138950029094,-73.56608299998271,2,2,0,[],"['61750', '59235']",Cluster,Small,Notre-Dame - de Versailles,"http://maps.google.com/maps?q=&layer=c&cbll=45.49138950029094,-73.56608299998271"
